state,MONTHNAME(CustomerAccount.regDate),YEAR(CustomerAccount.regDate),permission,CustomerIDCount
Massachusetts,March,2013,0,1
Massachusetts,March,2013,1,2
Michigan,March,2013,1,3
Minnesota,March,2013,0,27
Minnesota,March,2013,1,38
Mississippi,March,2013,1,1
Nevada,March,2013,0,1
Nevada,March,2013,1,1
New Hampshire,March,2013,1,1
New Jersey,March,2013,1,3
New Mexico,March,2013,1,1
New York,March,2013,0,56
New York,March,2013,1,54
North Carolina,March,2013,0,24
North Carolina,March,2013,1,29
North Dakota,March,2013,0,23
North Dakota,March,2013,1,23
Ohio,March,2013,0,25
Ohio,March,2013,1,22
Oklahoma,March,2013,1,1
Oregon,March,2013,0,21
Oregon,March,2013,1,14
Pennsylvania,March,2013,0,21
Pennsylvania,March,2013,1,30
Puerto Rico,March,2013,1,3
South Carolina,March,2013,1,3
South Dakota,March,2013,1,1
Tennessee,March,2013,1,3
Texas,March,2013,0,19
Texas,March,2013,1,22
Virginia,March,2013,0,32
Virginia,March,2013,1,24
Washington,March,2013,1,1
West Virginia,March,2013,1,3
Wisconsin,March,2013,1,2
,March,2014,0,83
,March,2014,1,129
Alabama,March,2014,1,3
California,March,2014,0,96
California,March,2014,1,126
Colorado,March,2014,0,14
Colorado,March,2014,1,20
Connecticut,March,2014,0,14
Connecticut,March,2014,1,19
Florida,March,2014,0,49
Florida,March,2014,1,58
Georgia,March,2014,0,1
Georgia,March,2014,1,3
Hawaii,March,2014,1,1
Idaho,March,2014,0,27
Idaho,March,2014,1,32
Illinois,March,2014,1,5
Indiana,March,2014,0,24
Indiana,March,2014,1,28
Kentucky,March,2014,0,28
Kentucky,March,2014,1,45
Louisiana,March,2014,1,1
Maryland,March,2014,0,15
Maryland,March,2014,1,22
Michigan,March,2014,1,1
Minnesota,March,2014,0,28
Minnesota,March,2014,1,35
Missouri,March,2014,1,1
New Jersey,March,2014,1,3
New Mexico,March,2014,1,1
New York,March,2014,0,73
New York,March,2014,1,86
North Carolina,March,2014,0,31
North Carolina,March,2014,1,19
North Dakota,March,2014,0,30
North Dakota,March,2014,1,28
Ohio,March,2014,0,25
Ohio,March,2014,1,28
Oregon,March,2014,0,27
Oregon,March,2014,1,28
Pennsylvania,March,2014,0,32
Pennsylvania,March,2014,1,34
Puerto Rico,March,2014,1,2
Rhode Island,March,2014,1,1
South Carolina,March,2014,1,2
South Dakota,March,2014,0,1
Tennessee,March,2014,1,1
Texas,March,2014,0,27
Texas,March,2014,1,28
Virginia,March,2014,0,32
Virginia,March,2014,1,35
Washington,March,2014,1,2
Wisconsin,March,2014,1,3
,March,2015,0,82
,March,2015,1,94
Alaska,March,2015,0,1
California,March,2015,0,139
California,March,2015,1,99
Colorado,March,2015,0,21
Colorado,March,2015,1,12
Connecticut,March,2015,0,28
Connecticut,March,2015,1,16
Florida,March,2015,0,46
Florida,March,2015,1,42
Hawaii,March,2015,0,1
Hawaii,March,2015,1,1
Idaho,March,2015,0,30
Idaho,March,2015,1,16
Indiana,March,2015,0,36
Indiana,March,2015,1,17
Kentucky,March,2015,0,34
Kentucky,March,2015,1,31
Maryland,March,2015,0,15
Maryland,March,2015,1,6
Minnesota,March,2015,0,47
Minnesota,March,2015,1,35
New York,March,2015,0,97
New York,March,2015,1,60
North Carolina,March,2015,0,28
North Carolina,March,2015,1,19
North Dakota,March,2015,0,29
North Dakota,March,2015,1,17
Ohio,March,2015,0,24
Ohio,March,2015,1,17
Oregon,March,2015,0,37
Oregon,March,2015,1,13
Pennsylvania,March,2015,0,47
Pennsylvania,March,2015,1,26
Texas,March,2015,0,37
Texas,March,2015,1,30
Virginia,March,2015,0,45
Virginia,March,2015,1,27
California,May,2002,1,2
Pennsylvania,May,2002,0,1
Texas,May,2002,0,1
California,May,2004,0,1
California,May,2004,1,4
Connecticut,May,2004,1,2
Idaho,May,2004,1,1
Illinois,May,2004,1,1
Indiana,May,2004,1,1
Kentucky,May,2004,0,1
Kentucky,May,2004,1,1
Mississippi,May,2004,1,1
Missouri,May,2004,1,1
New Jersey,May,2004,0,1
New York,May,2004,1,3
North Dakota,May,2004,1,1
Ohio,May,2004,1,1
Oregon,May,2004,0,1
Pennsylvania,May,2004,1,1
Texas,May,2004,1,1
Virginia,May,2004,1,1
,May,2005,0,13
,May,2005,1,12
California,May,2005,0,5
California,May,2005,1,9
Colorado,May,2005,0,1
Connecticut,May,2005,0,1
Connecticut,May,2005,1,1
Florida,May,2005,0,1
Florida,May,2005,1,5
Idaho,May,2005,0,1
Idaho,May,2005,1,2
Illinois,May,2005,1,1
Indiana,May,2005,0,2
Kansas,May,2005,1,2
Kentucky,May,2005,0,2
Kentucky,May,2005,1,2
Maryland,May,2005,0,2
Maryland,May,2005,1,2
Minnesota,May,2005,0,1
Minnesota,May,2005,1,2
New York,May,2005,0,4
New York,May,2005,1,8
North Carolina,May,2005,0,1
North Carolina,May,2005,1,1
North Dakota,May,2005,0,3
North Dakota,May,2005,1,1
Ohio,May,2005,0,3
Ohio,May,2005,1,4
Oregon,May,2005,0,3
Oregon,May,2005,1,2
Pennsylvania,May,2005,0,1
Pennsylvania,May,2005,1,3
Texas,May,2005,1,5
Virginia,May,2005,0,2
Virginia,May,2005,1,4
Arizona,May,2006,1,1
California,May,2006,0,2
California,May,2006,1,1
Connecticut,May,2006,1,1
Florida,May,2006,0,2
Florida,May,2006,1,4
Kentucky,May,2006,0,1
Minnesota,May,2006,1,1
Missouri,May,2006,1,1
New Jersey,May,2006,1,1
New York,May,2006,1,2
North Dakota,May,2006,1,2
Oregon,May,2006,1,1
Pennsylvania,May,2006,1,2
South Carolina,May,2006,1,1
Texas,May,2006,1,4
Washington,May,2006,1,1
California,May,2007,1,5
Colorado,May,2007,0,1
Colorado,May,2007,1,1
Connecticut,May,2007,0,1
Florida,May,2007,0,1
Georgia,May,2007,1,1
Indiana,May,2007,1,1
Maryland,May,2007,1,1
Minnesota,May,2007,0,1
Minnesota,May,2007,1,1
New York,May,2007,1,1
North Carolina,May,2007,1,1
Ohio,May,2007,0,1
Oregon,May,2007,0,1
Oregon,May,2007,1,1
Pennsylvania,May,2007,0,1
Pennsylvania,May,2007,1,3
Texas,May,2007,0,1
Texas,May,2007,1,1
Virginia,May,2007,1,1
,May,2008,1,32
Alabama,May,2008,1,1
Alaska,May,2008,1,1
Arizona,May,2008,1,2
Arkansas,May,2008,1,1
California,May,2008,0,2
California,May,2008,1,53
Colorado,May,2008,1,7
Connecticut,May,2008,1,8
District of Columbia,May,2008,1,1
Florida,May,2008,0,1
Florida,May,2008,1,19
Georgia,May,2008,1,3
Idaho,May,2008,1,17
Illinois,May,2008,1,4
Indiana,May,2008,1,18
Kansas,May,2008,1,1
Kentucky,May,2008,0,3
Kentucky,May,2008,1,12
Louisiana,May,2008,1,1
Maryland,May,2008,1,10
Michigan,May,2008,1,2
Minnesota,May,2008,1,15
Mississippi,May,2008,1,1
Missouri,May,2008,1,3
Nebraska,May,2008,1,1
Nevada,May,2008,1,1
New Jersey,May,2008,1,2
New York,May,2008,0,2
New York,May,2008,1,40
North Carolina,May,2008,0,1
North Carolina,May,2008,1,13
North Dakota,May,2008,1,8
Ohio,May,2008,1,14
Oregon,May,2008,1,8
Pennsylvania,May,2008,0,1
Pennsylvania,May,2008,1,18
Puerto Rico,May,2008,1,2
Tennessee,May,2008,1,2
Texas,May,2008,0,1
Texas,May,2008,1,18
Utah,May,2008,1,1
Virginia,May,2008,0,1
Virginia,May,2008,1,6
Washington,May,2008,1,1
Wisconsin,May,2008,1,1
Wyoming,May,2008,1,1
,May,2009,0,1
Alabama,May,2009,1,1
California,May,2009,0,1
California,May,2009,1,12
Connecticut,May,2009,1,1
Florida,May,2009,0,1
Florida,May,2009,1,8
Idaho,May,2009,1,1
Indiana,May,2009,1,1
Kentucky,May,2009,0,1
Kentucky,May,2009,1,1
Maryland,May,2009,0,1
Maryland,May,2009,1,1
Michigan,May,2009,1,1
Minnesota,May,2009,1,2
New York,May,2009,1,2
North Carolina,May,2009,1,3
North Dakota,May,2009,0,1
Ohio,May,2009,1,2
Oregon,May,2009,0,2
Oregon,May,2009,1,1
Pennsylvania,May,2009,1,1
Texas,May,2009,0,1
Texas,May,2009,1,1
Virginia,May,2009,1,2
Wisconsin,May,2009,1,2
Alabama,May,2010,1,1
California,May,2010,0,2
California,May,2010,1,9
Colorado,May,2010,0,3
Colorado,May,2010,1,1
Florida,May,2010,0,2
Florida,May,2010,1,3
Idaho,May,2010,0,1
Idaho,May,2010,1,2
Indiana,May,2010,1,4
Kentucky,May,2010,0,1
Maryland,May,2010,0,1
Minnesota,May,2010,1,1
New York,May,2010,0,1
New York,May,2010,1,2
North Carolina,May,2010,0,1
North Carolina,May,2010,1,2
Ohio,May,2010,0,2
Ohio,May,2010,1,2
Oregon,May,2010,1,4
Pennsylvania,May,2010,0,1
Pennsylvania,May,2010,1,3
Texas,May,2010,0,2
Texas,May,2010,1,4
Virginia,May,2010,0,1
Virginia,May,2010,1,3
,May,2011,0,7
,May,2011,1,1
California,May,2011,0,4
California,May,2011,1,15
Colorado,May,2011,0,1
Colorado,May,2011,1,3
Connecticut,May,2011,0,2
Connecticut,May,2011,1,2
Florida,May,2011,0,3
Florida,May,2011,1,5
Idaho,May,2011,0,2
Idaho,May,2011,1,4
Indiana,May,2011,0,1
Indiana,May,2011,1,6
Kentucky,May,2011,0,3
Kentucky,May,2011,1,1
Maryland,May,2011,1,4
Minnesota,May,2011,0,2
Minnesota,May,2011,1,3
New Jersey,May,2011,1,1
New York,May,2011,0,8
New York,May,2011,1,9
North Carolina,May,2011,0,5
North Carolina,May,2011,1,5
North Dakota,May,2011,1,3
Ohio,May,2011,1,7
Oregon,May,2011,0,2
Oregon,May,2011,1,3
Pennsylvania,May,2011,0,1
Pennsylvania,May,2011,1,4
South Carolina,May,2011,0,1
Texas,May,2011,0,1
Texas,May,2011,1,4
Utah,May,2011,0,1
Virginia,May,2011,0,5
Virginia,May,2011,1,6
,May,2012,0,9
,May,2012,1,1
Alabama,May,2012,1,1
Arizona,May,2012,1,1
California,May,2012,0,18
California,May,2012,1,19
Colorado,May,2012,0,3
Colorado,May,2012,1,3
Connecticut,May,2012,0,1
Connecticut,May,2012,1,6
Florida,May,2012,0,8
Florida,May,2012,1,10
Hawaii,May,2012,1,1
Idaho,May,2012,0,4
Idaho,May,2012,1,5
Illinois,May,2012,1,2
Indiana,May,2012,0,1
Indiana,May,2012,1,7
Kansas,May,2012,1,1
Kentucky,May,2012,1,4
Maryland,May,2012,0,4
Maryland,May,2012,1,1
Michigan,May,2012,1,2
Minnesota,May,2012,0,3
Minnesota,May,2012,1,3
Nevada,May,2012,1,1
New Jersey,May,2012,0,1
New York,May,2012,0,5
New York,May,2012,1,5
North Carolina,May,2012,0,4
North Carolina,May,2012,1,6
North Dakota,May,2012,0,1
North Dakota,May,2012,1,5
Ohio,May,2012,0,4
Ohio,May,2012,1,5
Oklahoma,May,2012,1,2
Oregon,May,2012,0,2
Oregon,May,2012,1,8
Pennsylvania,May,2012,0,4
Pennsylvania,May,2012,1,7
Texas,May,2012,0,4
Texas,May,2012,1,11
Virginia,May,2012,0,1
Virginia,May,2012,1,8
Washington,May,2012,1,1
West Virginia,May,2012,1,1
Wisconsin,May,2012,1,1
,May,2013,0,8
,May,2013,1,79
Arizona,May,2013,1,1
California,May,2013,0,71
California,May,2013,1,123
Colorado,May,2013,0,11
Colorado,May,2013,1,22
Connecticut,May,2013,0,8
Connecticut,May,2013,1,12
Florida,May,2013,0,27
Florida,May,2013,1,36
Georgia,May,2013,1,5
Idaho,May,2013,0,26
Idaho,May,2013,1,27
Illinois,May,2013,1,4
Indiana,May,2013,0,21
Indiana,May,2013,1,32
Kentucky,May,2013,0,25
Kentucky,May,2013,1,28
Maryland,May,2013,0,7
Maryland,May,2013,1,7
Massachusetts,May,2013,1,1
Michigan,May,2013,1,2
Minnesota,May,2013,0,21
Minnesota,May,2013,1,16
Missouri,May,2013,1,2
Nevada,May,2013,1,1
New Jersey,May,2013,1,3
New York,May,2013,0,47
New York,May,2013,1,76
North Carolina,May,2013,0,10
North Carolina,May,2013,1,26
North Dakota,May,2013,0,12
North Dakota,May,2013,1,23
Ohio,May,2013,0,19
Ohio,May,2013,1,24
Oklahoma,May,2013,1,3
Oregon,May,2013,0,19
Oregon,May,2013,1,28
Pennsylvania,May,2013,0,25
Pennsylvania,May,2013,1,27
South Carolina,May,2013,1,2
Texas,May,2013,0,23
Texas,May,2013,1,19
Virginia,May,2013,0,15
Virginia,May,2013,1,44
Washington,May,2013,1,1
,May,2014,0,39
,May,2014,1,62
Alabama,May,2014,1,3
Arizona,May,2014,1,8
Arkansas,May,2014,0,1
California,May,2014,0,99
California,May,2014,1,210
Colorado,May,2014,0,8
Colorado,May,2014,1,29
Connecticut,May,2014,0,12
Connecticut,May,2014,1,29
Delaware,May,2014,1,1
Florida,May,2014,0,49
Florida,May,2014,1,89
Georgia,May,2014,0,1
Georgia,May,2014,1,5
Guam,May,2014,1,1
Hawaii,May,2014,1,2
Idaho,May,2014,0,19
Idaho,May,2014,1,59
Illinois,May,2014,0,2
Illinois,May,2014,1,15
Indiana,May,2014,0,17
Indiana,May,2014,1,50
Iowa,May,2014,1,1
Kansas,May,2014,1,2
Kentucky,May,2014,0,19
Kentucky,May,2014,1,51
Louisiana,May,2014,1,4
Maine,May,2014,1,1
Maryland,May,2014,0,16
Maryland,May,2014,1,24
Massachusetts,May,2014,1,6
Michigan,May,2014,0,2
Michigan,May,2014,1,4
Minnesota,May,2014,0,20
Minnesota,May,2014,1,53
Mississippi,May,2014,0,1
Mississippi,May,2014,1,1
Missouri,May,2014,0,3
Missouri,May,2014,1,4
Montana,May,2014,1,2
Nebraska,May,2014,0,1
Nebraska,May,2014,1,2
Nevada,May,2014,0,1
Nevada,May,2014,1,1
New Hampshire,May,2014,1,1
New Jersey,May,2014,0,2
New Jersey,May,2014,1,5
New Mexico,May,2014,1,2
New York,May,2014,0,54
New York,May,2014,1,146
North Carolina,May,2014,0,19
North Carolina,May,2014,1,46
North Dakota,May,2014,0,17
North Dakota,May,2014,1,52
Ohio,May,2014,0,16
Ohio,May,2014,1,40
Oklahoma,May,2014,1,1
Oregon,May,2014,0,26
Oregon,May,2014,1,46
Pennsylvania,May,2014,0,19
Pennsylvania,May,2014,1,69
Rhode Island,May,2014,0,1
Rhode Island,May,2014,1,1
South Carolina,May,2014,0,2
South Carolina,May,2014,1,4
Tennessee,May,2014,1,3
Texas,May,2014,0,33
Texas,May,2014,1,72
Utah,May,2014,1,2
Virginia,May,2014,0,29
Virginia,May,2014,1,62
Washington,May,2014,0,1
Washington,May,2014,1,12
West Virginia,May,2014,1,1
Wisconsin,May,2014,1,5
Wyoming,May,2014,1,1
,November,2003,1,1
Arizona,November,2003,1,1
California,November,2003,0,1
California,November,2003,1,4
Connecticut,November,2003,1,1
Florida,November,2003,0,1
Idaho,November,2003,1,1
Maryland,November,2003,1,1
Ohio,November,2003,1,1
Oregon,November,2003,1,1
Alabama,November,2004,1,1
Connecticut,November,2004,0,1
Illinois,November,2004,1,1
Maryland,November,2004,1,1
New Hampshire,November,2004,1,1
New York,November,2004,1,1
North Carolina,November,2004,1,1
Ohio,November,2004,1,1
Oregon,November,2004,1,1
Pennsylvania,November,2004,1,1
Texas,November,2004,1,1
Virginia,November,2004,1,1
,November,2005,0,1
,November,2005,1,3
California,November,2005,0,1
California,November,2005,1,4
Connecticut,November,2005,0,1
Connecticut,November,2005,1,1
Florida,November,2005,0,1
Florida,November,2005,1,3
Georgia,November,2005,1,1
Idaho,November,2005,0,3
Idaho,November,2005,1,1
Indiana,November,2005,1,1
Kentucky,November,2005,1,5
Louisiana,November,2005,1,1
Minnesota,November,2005,1,6
New York,November,2005,0,1
New York,November,2005,1,4
North Carolina,November,2005,1,1
North Dakota,November,2005,1,1
Oregon,November,2005,1,1
Pennsylvania,November,2005,1,3
Texas,November,2005,0,1
Texas,November,2005,1,3
Virginia,November,2005,0,1
Virginia,November,2005,1,2
,November,2006,0,2
,November,2006,1,4
Arizona,November,2006,1,1
California,November,2006,0,2
California,November,2006,1,5
Colorado,November,2006,0,1
Connecticut,November,2006,0,1
Connecticut,November,2006,1,1
Florida,November,2006,0,1
Florida,November,2006,1,3
Indiana,November,2006,0,1
Indiana,November,2006,1,3
Kentucky,November,2006,1,1
Maine,November,2006,1,1
Massachusetts,November,2006,1,1
Minnesota,November,2006,0,1
Minnesota,November,2006,1,2
Missouri,November,2006,1,1
New York,November,2006,0,1
New York,November,2006,1,4
Ohio,November,2006,1,2
Pennsylvania,November,2006,0,1
Tennessee,November,2006,0,1
Texas,November,2006,1,2
Utah,November,2006,1,1
Virginia,November,2006,1,2
California,November,2007,0,3
California,November,2007,1,8
Colorado,November,2007,1,1
Connecticut,November,2007,1,1
District of Columbia,November,2007,1,1
Florida,November,2007,0,2
Florida,November,2007,1,1
Idaho,November,2007,1,2
Indiana,November,2007,0,1
Indiana,November,2007,1,3
Kentucky,November,2007,1,1
Maryland,November,2007,1,2
Minnesota,November,2007,1,1
New Jersey,November,2007,1,1
New York,November,2007,1,5
Ohio,November,2007,1,2
Oklahoma,November,2007,1,1
Oregon,November,2007,0,1
South Carolina,November,2007,1,1
Virginia,November,2007,1,2
Washington,November,2007,1,1
,November,2008,1,1
Alabama,November,2008,0,1
Arizona,November,2008,1,1
California,November,2008,0,1
California,November,2008,1,9
Colorado,November,2008,0,2
Colorado,November,2008,1,1
Connecticut,November,2008,1,1
Florida,November,2008,0,1
Florida,November,2008,1,1
Idaho,November,2008,1,3
Indiana,November,2008,1,1
Kentucky,November,2008,1,3
Louisiana,November,2008,1,2
Minnesota,November,2008,1,1
Missouri,November,2008,1,1
New York,November,2008,0,2
New York,November,2008,1,4
North Carolina,November,2008,0,1
North Carolina,November,2008,1,2
North Dakota,November,2008,0,1
North Dakota,November,2008,1,1
Oregon,November,2008,1,3
Pennsylvania,November,2008,0,1
Pennsylvania,November,2008,1,1
Texas,November,2008,0,1
Texas,November,2008,1,2
Virginia,November,2008,1,3
Washington,November,2008,1,1
,November,2009,0,3
,November,2009,1,5
California,November,2009,1,3
Colorado,November,2009,1,1
Florida,November,2009,1,1
Kentucky,November,2009,1,1
Maryland,November,2009,1,1
Massachusetts,November,2009,1,2
New Jersey,November,2009,1,1
New York,November,2009,1,5
North Carolina,November,2009,1,2
North Dakota,November,2009,1,2
Ohio,November,2009,0,1
Ohio,November,2009,1,2
Oregon,November,2009,0,1
Pennsylvania,November,2009,0,1
South Carolina,November,2009,0,1
Texas,November,2009,0,1
Virginia,November,2009,1,2
,November,2010,0,4
,November,2010,1,4
Arizona,November,2010,1,1
California,November,2010,0,6
California,November,2010,1,10
Colorado,November,2010,1,1
Connecticut,November,2010,0,1
Connecticut,November,2010,1,2
Florida,November,2010,0,1
Florida,November,2010,1,4
Georgia,November,2010,0,1
Georgia,November,2010,1,1
Idaho,November,2010,0,2
Idaho,November,2010,1,3
Kentucky,November,2010,0,1
Kentucky,November,2010,1,3
Maryland,November,2010,0,1
Maryland,November,2010,1,3
Minnesota,November,2010,0,3
Minnesota,November,2010,1,1
New York,November,2010,0,5
New York,November,2010,1,5
North Carolina,November,2010,1,2
North Dakota,November,2010,0,1
North Dakota,November,2010,1,3
Ohio,November,2010,0,1
Ohio,November,2010,1,2
Oregon,November,2010,1,4
Pennsylvania,November,2010,0,1
Pennsylvania,November,2010,1,5
Texas,November,2010,1,4
Virginia,November,2010,0,2
Virginia,November,2010,1,3
West Virginia,November,2010,1,1
,November,2011,0,12
,November,2011,1,5
California,November,2011,0,19
California,November,2011,1,19
Colorado,November,2011,0,1
Connecticut,November,2011,0,1
Connecticut,November,2011,1,5
Florida,November,2011,0,3
Florida,November,2011,1,11
Idaho,November,2011,0,3
Idaho,November,2011,1,4
Indiana,November,2011,0,2
Indiana,November,2011,1,6
Kentucky,November,2011,0,2
Kentucky,November,2011,1,6
Maryland,November,2011,0,2
Maryland,November,2011,1,1
Minnesota,November,2011,0,5
Minnesota,November,2011,1,7
Mississippi,November,2011,1,1
New York,November,2011,0,8
New York,November,2011,1,7
North Carolina,November,2011,0,3
North Carolina,November,2011,1,2
North Dakota,November,2011,0,4
North Dakota,November,2011,1,8
Ohio,November,2011,0,2
Ohio,November,2011,1,4
Oklahoma,November,2011,1,1
Oregon,November,2011,0,1
Oregon,November,2011,1,2
Pennsylvania,November,2011,0,6
Pennsylvania,November,2011,1,9
Rhode Island,November,2011,1,1
Texas,November,2011,0,2
Texas,November,2011,1,4
Virginia,November,2011,0,1
Virginia,November,2011,1,4
Washington,November,2011,1,1
,November,2012,0,1
,November,2012,1,9
Alabama,November,2012,1,2
Arizona,November,2012,1,2
California,November,2012,0,47
California,November,2012,1,89
Colorado,November,2012,0,11
Colorado,November,2012,1,8
Connecticut,November,2012,0,14
Connecticut,November,2012,1,10
Delaware,November,2012,1,1
District of Columbia,November,2012,1,1
Florida,November,2012,0,29
Florida,November,2012,1,42
Georgia,November,2012,1,1
Hawaii,November,2012,1,1
Idaho,November,2012,0,31
Idaho,November,2012,1,17
Illinois,November,2012,1,1
Indiana,November,2012,0,20
Indiana,November,2012,1,17
Iowa,November,2012,1,1
Kentucky,November,2012,0,17
Kentucky,November,2012,1,15
Louisiana,November,2012,1,1
Maryland,November,2012,0,9
Maryland,November,2012,1,12
Michigan,November,2012,0,1
Michigan,November,2012,1,2
Minnesota,November,2012,0,19
Minnesota,November,2012,1,27
Mississippi,November,2012,1,1
Missouri,November,2012,1,1
Nevada,November,2012,1,1
New Hampshire,November,2012,1,1
New Jersey,November,2012,1,2
New Mexico,November,2012,1,1
New York,November,2012,0,54
New York,November,2012,1,55
North Carolina,November,2012,0,15
North Carolina,November,2012,1,29
North Dakota,November,2012,0,16
North Dakota,November,2012,1,13
Ohio,November,2012,0,17
Ohio,November,2012,1,24
Oregon,November,2012,0,15
Oregon,November,2012,1,17
Pennsylvania,November,2012,0,18
Pennsylvania,November,2012,1,25
Rhode Island,November,2012,1,1
South Carolina,November,2012,1,1
Texas,November,2012,0,20
Texas,November,2012,1,34
Virgin Islands,November,2012,1,1
Virginia,November,2012,0,10
Virginia,November,2012,1,21
Washington,November,2012,0,1
Washington,November,2012,1,3
,November,2013,0,48
,November,2013,1,114
Alaska,November,2013,1,1
Arizona,November,2013,1,2
Arkansas,November,2013,0,1
California,November,2013,0,79
California,November,2013,1,129
Colorado,November,2013,0,8
Colorado,November,2013,1,22
Connecticut,November,2013,0,12
Connecticut,November,2013,1,17
Florida,November,2013,0,29
Florida,November,2013,1,51
Georgia,November,2013,1,4
Hawaii,November,2013,1,1
Idaho,November,2013,0,28
Idaho,November,2013,1,15
Illinois,November,2013,0,1
Indiana,November,2013,0,11
Indiana,November,2013,1,33
Kansas,November,2013,1,1
Kentucky,November,2013,0,19
Kentucky,November,2013,1,27
Louisiana,November,2013,0,1
Louisiana,November,2013,1,1
Maryland,November,2013,0,6
Maryland,November,2013,1,16
Michigan,November,2013,1,1
Minnesota,November,2013,0,32
Minnesota,November,2013,1,40
Montana,November,2013,1,1
Nevada,November,2013,1,1
New Jersey,November,2013,0,1
New Jersey,November,2013,1,2
New Mexico,November,2013,1,1
New York,November,2013,0,44
New York,November,2013,1,85
North Carolina,November,2013,0,13
North Carolina,November,2013,1,29
North Dakota,November,2013,0,14
North Dakota,November,2013,1,34
Ohio,November,2013,0,24
Ohio,November,2013,1,29
Oregon,November,2013,0,13
Oregon,November,2013,1,25
Pennsylvania,November,2013,0,25
Pennsylvania,November,2013,1,37
South Carolina,November,2013,1,1
Texas,November,2013,0,21
Texas,November,2013,1,41
Utah,November,2013,1,2
Vermont,November,2013,1,1
Virginia,November,2013,0,19
Virginia,November,2013,1,38
Washington,November,2013,1,1
Wisconsin,November,2013,1,1
,November,2014,0,43
,November,2014,1,38
Alabama,November,2014,1,1
Alaska,November,2014,1,1
Arizona,November,2014,1,8
Arkansas,November,2014,1,2
California,November,2014,0,139
California,November,2014,1,144
Colorado,November,2014,0,25
Colorado,November,2014,1,16
Connecticut,November,2014,0,23
Connecticut,November,2014,1,22
Delaware,November,2014,1,3
District of Columbia,November,2014,1,1
Florida,November,2014,0,58
Florida,November,2014,1,57
Georgia,November,2014,1,4
Hawaii,November,2014,1,1
Idaho,November,2014,0,22
Idaho,November,2014,1,35
Illinois,November,2014,0,1
Illinois,November,2014,1,11
Indiana,November,2014,0,33
Indiana,November,2014,1,30
Iowa,November,2014,1,3
Kansas,November,2014,1,1
Kentucky,November,2014,0,29
Kentucky,November,2014,1,43
Louisiana,November,2014,1,4
Maine,November,2014,1,1
Maryland,November,2014,0,23
Maryland,November,2014,1,17
Massachusetts,November,2014,1,1
Michigan,November,2014,1,6
Minnesota,November,2014,0,43
Minnesota,November,2014,1,35
Mississippi,November,2014,1,2
Missouri,November,2014,0,2
Missouri,November,2014,1,1
New Jersey,November,2014,1,3
New Mexico,November,2014,0,1
New Mexico,November,2014,1,2
New York,November,2014,0,91
New York,November,2014,1,102
North Carolina,November,2014,0,32
North Carolina,November,2014,1,29
North Dakota,November,2014,0,37
North Dakota,November,2014,1,28
Ohio,November,2014,0,29
Ohio,November,2014,1,25
Oklahoma,November,2014,1,3
Oregon,November,2014,0,36
Oregon,November,2014,1,31
Pennsylvania,November,2014,0,40
Pennsylvania,November,2014,1,42
South Carolina,November,2014,1,1
South Dakota,November,2014,1,1
Tennessee,November,2014,1,2
Texas,November,2014,0,37
Texas,November,2014,1,44
Utah,November,2014,1,3
Virginia,November,2014,0,40
Virginia,November,2014,1,41
Washington,November,2014,1,1
West Virginia,November,2014,1,2
,October,2001,1,1
Indiana,October,2001,1,1
New York,October,2001,1,1
,October,2002,1,1
California,October,2002,0,2
California,October,2002,1,2
Connecticut,October,2002,1,1
Florida,October,2002,1,1
Pennsylvania,October,2002,1,1
,October,2003,1,1
California,October,2003,1,1
Florida,October,2003,1,1
Kentucky,October,2003,1,1
,October,2004,1,1
California,October,2004,0,1
California,October,2004,1,3
Florida,October,2004,0,1
Florida,October,2004,1,2
Georgia,October,2004,1,1
Illinois,October,2004,1,1
Kentucky,October,2004,1,1
New Jersey,October,2004,1,1
New York,October,2004,0,1
New York,October,2004,1,6
North Carolina,October,2004,1,1
Ohio,October,2004,1,1
Oregon,October,2004,1,1
Pennsylvania,October,2004,1,1
Texas,October,2004,0,1
Texas,October,2004,1,1
Virginia,October,2004,1,1
,October,2005,0,1
,October,2005,1,1
California,October,2005,0,3
California,October,2005,1,6
Colorado,October,2005,1,2
Connecticut,October,2005,1,1
Florida,October,2005,1,3
Idaho,October,2005,0,1
Indiana,October,2005,0,1
Indiana,October,2005,1,2
Kentucky,October,2005,1,2
Maryland,October,2005,1,3
Minnesota,October,2005,1,1
New York,October,2005,1,3
North Carolina,October,2005,1,1
North Dakota,October,2005,1,1
Ohio,October,2005,0,1
Ohio,October,2005,1,2
Oregon,October,2005,1,1
Pennsylvania,October,2005,0,1
Pennsylvania,October,2005,1,1
Tennessee,October,2005,1,2
Texas,October,2005,1,3
Utah,October,2005,1,1
Virginia,October,2005,1,2
California,October,2006,1,5
Florida,October,2006,1,5
Georgia,October,2006,1,1
Idaho,October,2006,0,1
Idaho,October,2006,1,2
Illinois,October,2006,1,1
Indiana,October,2006,1,1
Kansas,October,2006,1,1
Kentucky,October,2006,1,2
Louisiana,October,2006,1,1
Maryland,October,2006,1,1
Minnesota,October,2006,1,2
Missouri,October,2006,1,1
Nevada,October,2006,1,1
New York,October,2006,1,3
North Carolina,October,2006,1,2
North Dakota,October,2006,1,2
Ohio,October,2006,0,1
Ohio,October,2006,1,2
Oregon,October,2006,1,4
Pennsylvania,October,2006,0,1
Pennsylvania,October,2006,1,3
